control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak7203	17	18	30	51	33	153	35	11	12	24	185	17
peak7204	7	8	9	4	6	15	14	9	9	3	30	3
peak7205	3	1	13	4	7	5	14	6	5	4	25	3
peak7206	7	7	18	14	14	31	25	13	9	10	61	4
peak7207	3	3	3	3	4	5	2	4	1	3	10	0
peak7208	136	109	317	308	223	1027	303	124	121	274	1179	124
peak7209	12	10	29	6	7	36	39	18	15	15	53	5
peak7210	97	85	216	86	41	306	248	89	82	49	185	24
peak7211	203	251	409	455	295	1148	525	216	189	264	1383	168
peak7212	15	25	50	22	10	60	62	19	13	13	67	5
peak7213	13	17	28	11	24	120	39	20	12	25	107	10
peak7214	44	57	92	45	40	146	122	52	31	52	217	18
peak7215	20	29	40	26	14	58	62	23	20	27	97	2
peak7216	62	51	81	69	41	155	118	55	46	53	282	26
peak7217	7	5	11	13	6	24	22	8	5	4	38	5
peak7218	11	29	38	28	25	96	55	22	12	38	170	12
peak7219	2	2	11	6	1	8	11	1	1	3	20	3
peak7220	308	356	891	501	293	1626	1278	467	379	383	2042	201
peak7221	728	516	696	1077	538	1546	1237	662	466	377	2289	249
peak7222	1714	1291	1753	5049	2543	6755	2959	1580	1162	1918	11601	1226
peak7223	853	830	1582	3050	1992	8430	2416	1189	820	2197	13116	1169
peak7224	751	704	1357	1541	977	3899	1994	912	650	1145	6612	647
peak7225	83	60	130	21	17	80	108	53	41	17	94	6
peak7226	317	240	409	335	128	547	728	335	213	154	877	57
peak7227	217	232	345	358	219	1014	582	240	200	260	1498	110
peak7228	78	56	151	61	47	155	185	74	72	34	188	29
peak7229	209	237	543	295	216	802	720	283	242	213	1060	120
peak7230	73	87	207	120	117	496	275	96	83	98	642	40
peak7231	13	6	22	1	5	35	21	11	12	12	40	4
peak7232	13	9	22	3	3	18	23	7	4	0	34	2
peak7233	2473	1954	4243	1300	1081	4431	6139	2326	1736	1895	7211	763
peak7234	142	156	299	97	85	368	397	146	124	104	554	45
peak7235	1043	764	1419	414	218	890	2287	973	734	241	1234	107
peak7236	2329	1980	3169	8187	4267	14575	4926	2430	1832	3719	25087	2287
peak7237	774	674	1356	604	355	1229	1754	921	680	427	2374	203
peak7238	304	262	537	211	137	474	682	267	219	140	726	60
peak7239	81	82	164	158	111	381	217	102	69	136	724	83
peak7240	11	7	13	3	5	6	27	6	10	10	24	5
peak7241	7	12	11	5	4	12	17	7	3	3	17	2
peak7242	15	22	42	15	9	28	46	17	13	5	64	2
peak7243	116	98	235	79	89	292	318	125	100	87	439	35
peak7244	595	545	949	1785	1141	4297	1093	498	399	1001	5749	602
peak7245	387	376	693	487	381	1250	1018	470	382	204	1055	120
peak7246	24	30	62	31	36	119	52	22	24	36	191	12
peak7247	32	39	92	26	28	118	108	58	41	28	90	18
peak7248	473	601	1491	975	805	4148	1878	637	576	1155	4562	495
peak7249	218	187	392	278	156	638	642	255	199	139	645	86
peak7250	14	17	48	55	43	279	93	32	26	69	325	23
peak7251	261	219	484	533	367	1700	664	320	201	380	1620	175
peak7252	70	61	177	244	153	792	153	76	48	307	1202	130
peak7253	48	74	135	73	43	383	131	54	43	97	631	39
peak7254	936	874	1673	973	700	2482	2575	1031	841	582	2831	381
peak7255	42	43	133	102	69	285	133	65	42	112	543	45
peak7256	118	107	232	85	76	265	332	126	110	81	471	44
peak7257	181	175	499	102	68	307	516	226	177	89	457	50
peak7258	16	22	47	12	4	31	69	21	22	1	47	4
peak7259	13	6	28	3	6	11	30	10	6	3	26	2
peak7260	8	13	19	9	2	13	16	16	10	3	13	4
peak7261	36	34	100	55	45	171	88	44	41	53	212	15
peak7262	8	9	20	11	16	47	13	8	9	3	84	6
peak7263	15	9	35	47	27	89	31	19	10	25	117	11
peak7264	7	11	28	5	8	23	21	4	11	9	54	3
peak7265	5	10	9	8	8	18	12	4	8	7	50	1
peak7266	200	181	282	121	82	257	415	209	144	56	370	41
peak7267	114	85	121	441	191	580	197	79	75	198	1211	103
peak7268	53	29	41	38	20	32	70	40	18	18	106	7
peak7269	190	141	199	173	85	236	343	146	101	97	553	48
peak7270	112	98	216	246	146	610	331	151	105	191	1263	90
peak7271	28	24	64	57	37	188	62	36	18	45	275	13
peak7272	44	45	76	21	21	56	97	36	38	14	72	10
peak7273	48	39	77	28	14	66	78	41	32	30	92	8
peak7274	12	17	36	8	4	25	48	15	8	3	45	3
peak7275	58	48	119	74	44	251	154	67	43	45	254	32
peak7276	3	0	5	4	4	3	2	0	0	8	7	0
peak7277	68	117	209	108	61	344	373	108	116	106	457	40
peak7278	126	114	295	93	42	215	468	211	185	49	272	31
peak7279	11	9	21	6	9	25	22	10	6	10	15	3
peak7280	19	21	49	38	21	96	66	27	20	49	269	14
peak7281	22	18	53	33	22	104	53	26	19	37	215	20
peak7282	9	6	16	10	7	23	24	13	8	8	58	4
peak7283	14	9	39	11	7	52	30	19	10	14	36	5
peak7284	20	27	56	28	15	41	79	33	26	14	105	8
peak7285	40	31	78	100	34	162	106	62	39	59	243	22
peak7286	1	0	6	1	0	6	4	1	3	0	4	0
peak7287	0	0	4	0	1	16	2	2	1	7	2	1
peak7288	77	112	232	176	123	585	347	114	81	128	597	57
peak7289	3	3	4	2	3	5	11	3	6	4	14	4
peak7290	318	265	625	147	97	355	729	309	272	100	409	49
peak7291	29	43	84	66	37	165	132	34	21	44	195	28
peak7292	45	33	74	43	36	130	106	54	33	49	158	25
peak7293	29	32	82	37	22	95	68	27	24	32	125	15
peak7294	48	52	119	79	55	219	89	37	50	48	238	25
peak7295	22	23	57	55	33	171	73	23	22	61	249	42
peak7296	227	253	549	193	160	690	723	259	217	182	910	96
peak7297	750	702	1354	1296	932	4006	1755	769	593	985	4816	506
peak7298	17	34	67	10	8	33	64	24	25	14	49	4
peak7299	75	61	151	136	97	407	215	76	68	126	669	63
peak7300	77	103	190	84	57	250	217	97	102	99	403	38
peak7301	101	107	227	179	121	481	315	114	89	220	957	90
peak7302	17	11	44	10	6	55	43	28	12	16	35	10
peak7303	58	50	114	30	15	79	125	42	44	24	93	7
peak7304	121	111	188	59	29	146	274	136	104	49	358	22
peak7305	14	11	33	18	3	22	31	18	13	6	48	3
peak7306	25	31	38	10	9	44	51	30	27	16	42	1
peak7307	4	5	10	6	3	5	12	3	6	4	16	1
peak7308	176	250	505	98	87	287	462	175	173	78	309	43
peak7309	143	194	375	95	60	361	429	154	136	72	366	48
peak7310	195	207	442	242	169	693	560	242	207	171	886	100
peak7311	208	194	424	289	174	708	543	269	225	190	990	95
peak7312	104	136	230	254	222	763	317	130	95	234	1114	113
peak7313	125	114	335	236	187	660	354	144	140	299	1332	135
peak7314	133	154	225	82	39	148	382	158	140	35	158	23
peak7315	174	150	231	120	68	229	407	183	142	65	198	44
peak7316	163	170	228	67	54	159	388	185	135	31	200	25
peak7317	506	451	655	2284	1321	3742	1038	516	371	1373	8503	791
peak7318	112	118	183	80	50	206	287	125	78	37	276	28
peak7319	27	23	64	16	7	48	83	45	35	28	131	3
peak7320	30	36	98	48	26	145	105	47	31	46	220	15
peak7321	67	68	157	32	37	218	213	66	75	52	261	31
peak7322	8	12	35	24	11	87	40	14	17	12	71	20
peak7323	8	4	9	3	9	20	11	3	1	7	38	6
peak7324	32	52	96	10	8	50	100	43	43	21	92	7
peak7325	54	48	94	30	18	67	104	70	44	40	183	17
peak7326	173	179	285	477	351	1127	323	197	149	353	1853	167
peak7327	7	10	11	5	1	7	18	7	9	4	20	0
peak7328	25	18	46	47	21	80	61	12	20	19	167	13
peak7329	10	9	26	24	13	38	26	17	12	18	65	2
peak7330	2	8	7	7	2	6	17	10	2	1	21	2
peak7331	298	282	717	635	485	2095	874	332	298	560	2667	330
peak7332	454	413	845	318	209	907	1201	529	356	206	1089	146
peak7333	281	258	464	312	182	798	746	368	261	131	944	91
peak7334	19	8	39	15	4	23	44	20	11	3	36	5
peak7335	21	37	89	33	23	139	136	36	45	45	154	12
peak7336	15	15	27	14	9	26	37	17	10	6	77	12
peak7337	23	24	37	17	15	86	77	31	24	14	147	6
peak7338	5	6	25	6	2	11	39	8	9	4	17	1
peak7339	425	453	931	648	455	1923	969	461	353	388	2296	242
peak7340	183	142	358	231	155	631	390	160	106	164	824	79
peak7341	116	110	261	68	45	202	268	133	103	57	311	16
peak7342	47	34	75	55	38	154	86	45	43	47	181	27
peak7343	7	2	12	7	5	15	13	14	8	2	19	3
peak7344	49	39	98	48	22	99	126	43	44	45	236	11
peak7345	250	299	703	284	214	1142	1110	377	265	246	1183	121
peak7346	18	23	42	28	12	64	36	12	25	19	88	8
peak7347	2	4	6	2	2	7	8	4	4	4	12	0
peak7348	7	4	10	3	4	6	20	6	5	1	15	0
peak7349	0	2	0	1	0	7	4	2	0	0	8	3
peak7350	33	21	33	19	8	30	40	28	27	10	109	8
peak7351	111	89	199	19	19	61	264	93	81	31	204	23
peak7352	48	66	123	42	32	123	124	72	43	29	174	20
peak7353	13	12	36	11	2	12	46	14	13	10	35	4
peak7354	23	27	49	43	18	107	55	25	18	44	109	7
peak7355	13	16	33	18	6	27	44	17	18	18	76	7
peak7356	22	26	52	53	18	121	58	22	28	41	191	26
peak7357	8	7	23	29	11	68	15	9	8	31	150	8
peak7358	121	149	247	52	28	122	345	138	115	57	353	26
peak7359	615	658	1359	978	717	2900	1581	677	541	661	3589	455
peak7360	327	333	661	224	168	751	845	344	264	161	766	101
peak7361	1	3	5	4	1	21	5	4	0	6	20	0
peak7362	23	20	53	79	66	221	63	31	31	139	571	62
peak7363	31	28	59	54	24	87	59	25	23	31	141	17
peak7364	14	10	23	9	11	26	42	18	13	9	28	10
peak7365	152	158	366	126	89	387	427	193	169	141	648	58
peak7366	289	255	655	213	157	730	802	317	282	270	1338	119
peak7367	13	13	18	14	5	26	27	13	8	10	69	4
peak7368	101	102	233	91	71	312	281	106	77	71	352	28
peak7369	58	71	119	64	60	265	128	27	42	49	257	34
peak7370	19	20	57	6	7	21	54	20	16	9	21	4
peak7371	166	145	348	164	143	666	577	203	155	144	616	72
peak7372	254	269	553	425	231	1072	818	322	267	188	742	145
peak7373	202	180	409	807	491	2309	547	205	172	480	3093	262
peak7374	63	44	103	41	16	69	166	69	50	16	106	20
peak7375	87	99	139	42	21	83	198	100	79	61	137	19
peak7376	226	167	314	174	103	383	417	204	188	83	547	49
peak7377	97	84	165	35	26	105	236	85	61	27	146	17
peak7378	109	99	179	77	54	160	239	125	83	62	222	18
peak7379	238	229	379	233	182	589	497	214	175	160	1067	103
peak7380	78	69	144	35	13	57	178	71	69	19	143	15
peak7381	52	62	97	28	35	58	132	75	49	21	104	21
peak7382	146	141	248	192	121	496	478	241	119	89	717	74
peak7383	489	482	1028	903	581	2495	1758	822	516	655	3437	417
peak7384	6	3	16	5	4	12	28	12	7	13	36	1
peak7385	19	16	46	9	8	58	70	21	16	17	102	5
peak7386	30	33	76	44	28	173	93	39	36	49	240	16
peak7387	5	4	10	29	13	48	10	2	4	18	174	12
peak7388	36	55	98	20	12	63	112	29	45	10	96	5
peak7389	324	331	645	390	254	1025	925	365	328	335	1697	148
peak7390	4	11	31	11	9	30	24	10	16	20	54	6
peak7391	3	5	15	3	2	10	23	8	2	5	39	4
peak7392	139	153	393	92	57	272	500	170	157	54	278	32
peak7393	53	45	108	8	7	50	123	49	38	10	119	5
peak7394	27	28	57	70	39	129	47	12	28	38	201	31
peak7395	25	29	72	17	7	34	86	36	33	35	100	6
peak7396	200	196	498	305	244	1297	621	276	195	295	1542	152
peak7397	50	62	145	73	49	228	157	64	59	42	201	36
peak7398	57	50	92	58	30	97	128	60	43	31	204	20
peak7399	13	7	29	25	13	37	49	17	13	27	93	16
peak7400	156	178	421	144	66	364	523	209	163	90	515	56
peak7401	16	9	29	6	4	43	44	15	14	11	43	2
peak7402	329	361	628	421	293	1203	1011	395	304	321	1458	165
peak7403	87	80	189	39	40	129	230	95	79	31	114	13
peak7404	394	402	880	590	453	2109	979	413	361	498	2473	316
peak7405	634	669	1775	556	480	1964	2392	783	668	878	3864	308
peak7406	33	24	60	10	9	38	84	34	32	19	44	5
peak7407	30	44	76	69	57	217	118	53	38	45	245	26
peak7408	259	192	305	106	70	214	464	187	186	62	231	33
peak7409	273	211	345	154	82	295	516	234	176	53	283	27
peak7410	678	647	1256	2476	1524	5610	1554	661	541	1243	6153	838
peak7411	41	63	130	125	61	336	146	56	67	86	360	43
peak7412	47	85	179	57	48	236	187	54	80	49	187	23
peak7413	386	419	839	586	422	1900	1087	444	378	444	2254	295
peak7414	93	120	249	89	61	275	271	125	102	66	303	26
peak7415	10	13	22	9	13	44	29	16	17	12	115	8
peak7416	100	104	234	108	87	360	346	139	126	110	581	59
peak7417	204	208	497	474	233	1096	639	287	216	303	1779	147
peak7418	240	247	493	568	442	1766	669	309	234	566	2483	255
peak7419	239	268	584	179	106	439	727	313	250	121	587	50
peak7420	321	268	707	433	250	1207	828	374	319	354	1745	171
peak7421	3	7	23	14	13	44	26	9	9	2	48	13
peak7422	58	50	118	70	48	163	142	69	61	43	263	17
peak7423	68	95	189	53	34	190	265	109	90	32	307	15
peak7424	719	536	949	3985	2561	7227	1570	722	580	2119	11664	1533
peak7425	2	10	15	18	8	59	23	14	6	33	122	7
peak7426	43	53	94	98	54	307	167	63	48	65	398	45
peak7427	10	7	25	21	9	92	28	9	11	28	129	16
peak7428	26	51	99	4	9	26	99	45	31	12	75	1
peak7429	269	248	464	273	170	734	548	298	219	173	1033	93
peak7430	55	40	99	54	56	164	152	68	43	66	340	13
peak7431	26	15	47	13	6	23	63	27	20	20	50	6
peak7432	19	23	34	11	7	14	63	23	16	6	48	2
peak7433	59	57	116	20	13	57	160	77	54	17	136	9
peak7434	3	4	4	7	0	2	9	4	3	3	31	0
peak7435	4	2	6	1	6	5	11	3	0	1	22	0
peak7436	5	9	15	9	6	6	7	9	8	5	32	2
peak7437	15	17	39	41	25	72	42	18	11	28	223	19
peak7438	386	415	705	651	390	1613	862	395	334	491	3050	215
peak7439	355	388	704	357	171	687	944	431	351	171	1097	123
peak7440	64	61	116	67	49	183	178	68	59	47	249	22
peak7441	49	43	127	23	27	136	180	57	52	28	138	19
peak7442	7	5	13	8	6	14	26	5	7	7	31	3
peak7443	5	7	18	11	8	32	24	8	8	4	83	3
peak7444	26	33	86	58	32	166	82	34	40	42	143	15
peak7445	27	28	68	23	16	59	82	29	34	28	66	7
peak7446	37	46	114	53	26	177	137	52	55	50	163	21
peak7447	20	27	47	9	10	48	52	16	21	6	28	4
peak7448	10	2	11	19	5	44	7	4	5	12	32	6
peak7449	205	202	348	171	117	504	432	194	168	117	658	70
peak7450	14	20	41	7	8	15	46	22	15	7	52	8
peak7451	59	79	139	71	60	202	191	73	68	39	284	29
peak7452	110	99	176	350	205	840	250	119	85	198	1227	128
peak7453	11	8	15	0	3	6	24	12	6	0	10	2
peak7454	47	37	67	52	39	129	104	38	30	37	207	21
peak7455	77	53	84	160	102	235	100	54	62	44	469	56
peak7456	56	54	66	120	59	179	93	45	26	74	312	25
peak7457	37	37	84	82	48	195	97	31	28	57	313	17
peak7458	2	2	2	2	1	3	3	3	1	7	14	2
peak7459	3	5	11	0	5	11	6	4	1	9	30	1
peak7460	344	292	653	666	453	1758	916	417	335	511	2454	254
peak7461	377	374	766	377	241	915	1256	540	421	280	1163	163
peak7462	515	593	1154	938	632	2636	1861	713	558	697	3227	375
peak7463	1105	1112	2344	1956	1310	5461	3577	1491	1125	1376	6889	791
peak7464	190	150	375	91	32	285	513	208	165	101	441	27
peak7465	38	27	67	31	25	50	57	39	25	22	83	10
peak7466	31	18	28	28	12	55	49	14	21	8	49	11
peak7467	12	4	20	8	4	31	16	8	7	8	17	3
peak7468	8	5	20	25	8	46	14	1	13	16	91	7
peak7469	20	19	44	34	22	91	74	27	27	13	65	14
peak7470	13	11	31	13	11	42	36	15	16	7	36	5
peak7471	140	131	282	153	96	414	443	159	140	108	517	64
peak7472	128	119	300	87	72	248	369	135	120	100	353	49
peak7473	233	194	464	180	120	513	543	249	177	121	585	63
peak7474	441	396	894	431	256	1053	1067	502	405	207	1226	130
peak7475	144	175	442	223	198	1070	870	288	228	364	1293	126
peak7476	81	56	132	11	8	63	204	90	61	26	179	5
peak7477	91	86	166	62	26	128	258	120	75	50	259	25
peak7478	19	17	61	59	40	172	103	40	22	52	328	33
peak7479	20	25	46	15	9	29	49	17	25	11	37	4
peak7480	45	65	127	46	26	170	132	57	51	58	213	18
peak7481	26	24	57	32	14	52	49	25	13	7	63	3
peak7482	48	52	90	22	29	105	146	45	49	37	132	17
peak7483	58	59	119	38	29	152	124	53	35	56	157	20
peak7484	31	40	105	30	24	126	87	36	29	21	117	15
peak7485	60	50	113	39	28	103	141	55	53	29	135	21
peak7486	1149	966	1997	3276	1736	7074	2423	1224	918	1456	8155	968
peak7487	16	9	11	11	3	25	29	14	14	5	46	9
peak7488	15	12	11	11	7	27	24	18	4	8	72	12
peak7489	6	11	11	6	3	12	23	11	7	2	9	4
peak7490	27	23	39	17	28	57	56	32	18	10	166	11
peak7491	34	30	26	7	6	26	52	28	22	5	70	6
peak7492	27	9	18	45	24	132	34	20	16	19	118	9
peak7493	121	140	312	275	200	877	384	144	122	204	1019	113
peak7494	158	143	353	175	116	474	459	167	167	117	582	62
peak7495	276	254	542	237	140	541	704	280	235	113	600	75
peak7496	35	39	81	21	23	73	78	41	34	14	104	12
peak7497	14	24	57	11	9	67	46	10	10	5	65	2
peak7498	310	345	659	243	137	707	916	429	338	124	690	73
peak7499	1069	1044	1881	1720	967	3779	2666	1420	971	783	4986	551
peak7500	2	0	0	1	7	6	2	1	0	4	11	2
peak7501	531	603	1128	554	367	1456	1855	810	586	332	1752	180
peak7502	14	10	28	11	13	47	42	15	10	33	79	7
peak7503	7	16	29	15	3	38	17	8	8	6	27	5
peak7504	49	42	78	83	54	232	105	42	43	61	265	54
peak7505	52	60	105	34	23	90	121	51	47	23	101	4
peak7506	15	25	54	47	34	110	72	26	18	39	201	20
peak7507	1	2	4	12	3	12	7	4	4	7	12	1
peak7508	13	19	29	11	7	35	44	16	8	7	50	4
peak7509	10	8	31	9	4	49	47	19	6	6	20	4
peak7510	26	27	53	13	13	95	85	25	26	17	108	19
peak7511	6	10	12	41	24	102	10	3	5	16	137	14
peak7512	15	21	71	3	5	41	93	31	27	10	53	9
peak7513	18	10	36	13	19	40	38	14	13	24	119	7
peak7514	16	19	34	20	13	54	31	21	18	25	92	5
peak7515	2	7	24	10	2	13	16	8	6	8	33	1
peak7516	17	20	55	21	17	85	54	22	23	14	98	8
peak7517	232	187	305	251	118	475	491	226	160	119	674	59
peak7518	319	275	550	234	170	483	681	324	277	116	713	80
peak7519	92	77	123	42	29	96	193	90	47	25	138	21
peak7520	7	5	18	12	2	18	36	17	8	14	22	3
peak7521	59	59	99	57	35	136	163	46	67	25	171	22
peak7522	26	39	71	29	16	67	70	32	36	17	73	10
peak7523	47	69	130	22	26	77	131	47	46	27	87	4
peak7524	15	28	47	6	7	20	73	18	24	4	53	4
peak7525	39	55	126	66	50	281	152	48	48	67	276	37
peak7526	45	59	170	147	88	539	181	43	67	165	682	72
peak7527	14	17	34	4	5	23	49	19	17	8	25	1
peak7528	60	58	113	102	84	308	138	67	48	66	376	48
peak7529	30	35	74	26	19	46	73	32	21	9	61	10
peak7530	28	41	108	16	10	78	96	26	27	21	117	4
peak7531	1	3	0	4	1	3	2	0	0	3	6	0
peak7532	26	24	67	50	40	125	82	32	23	38	234	26
peak7533	17	14	36	8	4	29	45	14	10	9	39	3
peak7534	59	52	127	87	45	176	215	91	61	38	269	37
peak7535	80	57	155	128	76	370	253	85	67	73	396	45
peak7536	18	18	59	62	52	167	79	27	21	96	371	43
peak7537	66	55	99	38	22	79	112	50	36	15	87	9
peak7538	157	130	237	191	110	384	313	129	124	127	511	42
peak7539	129	106	222	80	77	187	346	110	92	57	302	44
peak7540	69	65	165	57	24	133	187	87	56	30	163	20
peak7541	126	112	256	63	42	150	226	100	72	84	270	33
peak7542	59	70	151	43	40	102	134	75	59	47	233	19
peak7543	31	36	97	125	76	387	123	40	29	96	412	52
peak7544	103	107	261	188	120	468	304	120	100	114	587	83
peak7545	194	220	429	210	156	529	694	284	231	113	570	74
peak7546	233	269	561	471	270	1401	874	382	281	242	1302	134
peak7547	252	207	469	475	264	1254	864	362	263	239	1487	183
peak7548	4	9	36	21	17	79	26	16	7	17	106	17
peak7549	109	162	404	84	85	332	548	150	126	74	388	47
peak7550	36	34	87	60	33	115	94	41	36	44	113	17
peak7551	56	34	64	96	77	157	102	30	42	69	384	42
peak7552	29	25	60	23	23	100	66	26	19	28	208	10
peak7553	27	40	73	65	64	222	91	30	29	76	365	48
peak7554	32	28	68	48	31	130	59	30	26	58	133	15
peak7555	7	6	10	13	6	25	22	8	5	4	38	5
peak7556	3	2	12	9	8	36	27	6	5	9	76	5
peak7557	14	20	51	21	3	53	46	12	12	21	48	6
peak7558	8	10	20	6	1	13	26	9	11	11	36	2
peak7559	61	54	109	20	17	78	85	45	37	16	92	6
peak7560	293	262	485	358	227	993	745	324	255	246	1447	113
peak7561	13	6	22	1	5	35	21	11	12	12	40	4
peak7562	3	3	7	4	0	7	6	6	0	5	10	2
peak7563	11	9	23	3	3	18	23	8	4	0	34	2
peak7564	7	13	13	7	3	39	30	7	12	11	36	3
peak7565	82	73	189	27	31	96	260	109	83	61	227	28
peak7566	74	85	184	87	40	214	180	65	67	53	233	36
peak7567	515	483	819	494	280	1107	1089	457	415	327	1431	148
peak7568	91	79	110	108	85	185	183	76	64	67	332	39
peak7569	225	201	299	380	241	683	464	204	179	223	1480	113
peak7570	5	7	23	4	4	18	21	8	4	10	20	3
peak7571	46	42	115	14	14	59	111	40	36	27	102	9
peak7572	1411	1107	2037	765	475	1588	2479	1241	1043	472	2501	263
peak7573	14	23	46	8	7	29	70	23	24	15	46	6
peak7574	11	6	15	14	10	39	24	11	7	5	40	6
peak7575	5	0	5	4	3	22	8	1	0	2	12	1
peak7576	51	61	119	52	30	217	160	72	57	48	261	31
peak7577	10	15	40	20	15	111	45	17	11	35	215	15
peak7578	132	137	345	292	250	1265	484	182	163	306	1327	111
peak7579	45	48	104	28	21	127	142	55	54	25	143	21
peak7580	28	19	26	25	14	32	73	21	28	15	54	4
peak7581	18	10	36	22	6	40	33	11	18	25	56	6
peak7582	19	29	48	23	15	67	85	27	24	10	69	8
peak7583	58	60	123	28	23	98	156	59	60	14	116	9
peak7584	56	60	109	40	28	119	139	67	49	34	159	14
peak7585	51	53	143	35	23	131	144	59	45	27	157	18
peak7586	91	89	209	53	55	174	278	112	106	46	211	27
peak7587	43	43	96	106	71	296	124	66	44	85	461	43
peak7588	236	227	515	478	390	1449	633	246	203	475	2157	217
peak7589	18	23	24	21	10	27	64	24	18	8	66	3
peak7590	84	73	183	93	83	374	252	78	72	79	307	47
peak7591	130	123	157	184	96	452	216	76	98	97	519	59
peak7592	130	132	178	122	87	262	222	114	109	67	401	47
peak7593	43	63	91	31	12	47	101	40	40	14	72	13
peak7594	3	5	5	3	2	11	4	8	5	1	7	1
peak7595	70	56	101	53	33	65	107	57	58	26	152	28
peak7596	2	2	9	5	4	14	7	1	8	18	23	2
peak7597	9	7	16	4	2	16	20	2	5	12	35	0
peak7598	1029	1020	1739	3913	2551	8764	2649	1161	956	2523	12946	1434
peak7599	220	236	370	102	80	180	528	286	186	50	257	27
peak7600	311	313	679	332	201	1210	649	330	259	412	1889	172
peak7601	35	35	34	15	12	48	75	27	19	27	75	8
peak7602	260	290	866	641	474	2252	1176	475	353	633	2959	370
peak7603	88	67	130	35	20	95	170	85	74	30	174	14
peak7604	46	50	133	115	79	281	188	103	60	103	513	49
peak7605	5	2	6	6	10	26	9	2	6	13	48	6
peak7606	155	145	344	339	273	979	509	178	150	338	1790	179
peak7607	162	157	297	157	95	384	535	264	222	170	926	62
peak7608	24	27	67	23	36	97	62	36	23	25	153	18
peak7609	105	108	210	107	109	355	243	105	92	147	651	86
peak7610	5	9	10	5	7	29	19	7	7	9	18	1
peak7611	7	11	21	13	8	64	34	15	13	19	100	10
peak7612	32	10	40	19	4	41	79	29	16	10	102	4
peak7613	120	141	235	169	127	385	277	142	112	124	629	63
peak7614	29	28	38	15	10	47	42	14	16	5	52	5
peak7615	34	39	38	30	16	77	56	24	23	12	68	6
peak7616	26	25	59	43	33	123	74	29	25	34	229	21
peak7617	73	59	166	103	85	313	202	85	73	86	433	50
peak7618	1339	1534	3628	613	469	2018	4374	1555	1450	318	1193	230
peak7619	214	189	244	550	282	719	393	177	129	290	1374	127
peak7620	137	96	154	102	66	169	297	109	98	47	326	26
peak7621	120	117	274	128	88	402	383	114	118	79	404	46
peak7622	263	213	409	236	106	369	588	215	210	81	405	68
peak7623	16	14	46	12	8	57	46	24	12	14	37	5
peak7624	67	53	135	13	14	76	135	38	43	28	78	4
peak7625	54	46	104	15	9	38	145	64	35	10	91	8
peak7626	173	167	368	141	67	387	394	150	161	116	526	54
peak7627	32	31	58	25	20	87	104	29	29	41	120	12
peak7628	45	36	80	27	13	85	104	48	41	20	76	7
peak7629	64	65	141	120	82	328	169	63	64	72	420	53
peak7630	269	257	527	231	169	783	573	268	204	238	1146	108
peak7631	113	125	263	221	145	695	369	173	101	163	1062	90
peak7632	58	45	112	47	29	115	163	69	64	33	232	24
peak7633	11	10	10	11	11	23	25	7	8	3	23	6
peak7634	11	4	11	11	10	7	27	5	11	5	21	2
peak7635	29	21	40	16	11	43	71	35	21	14	88	9
peak7636	62	62	135	181	116	421	194	96	50	148	909	86
peak7637	17	21	40	20	6	57	38	15	23	18	107	6
peak7638	40	54	109	205	97	603	161	58	36	137	599	54
peak7639	50	58	136	79	55	226	100	39	55	48	238	25
peak7640	13	18	37	9	7	31	29	11	14	6	69	3
peak7641	14	19	32	19	6	35	43	21	17	15	69	10
peak7642	39	38	87	61	34	174	106	40	31	76	259	43
peak7643	168	144	269	144	86	290	370	156	135	84	501	32
peak7644	5	2	5	12	2	14	8	0	1	1	25	4
peak7645	268	318	677	360	248	1098	850	335	301	392	1908	200
peak7646	68	86	218	105	83	369	203	89	72	95	470	56
peak7647	60	57	134	40	19	90	133	49	51	20	63	10
peak7648	57	66	185	159	113	652	181	91	67	179	822	63
peak7649	77	87	169	48	32	91	209	82	67	52	228	11
peak7650	44	45	70	67	30	97	100	38	30	35	229	24
peak7651	57	55	127	30	29	113	172	70	58	25	107	12
peak7652	73	74	179	67	35	196	297	96	76	64	228	20
peak7653	26	33	52	26	30	77	65	29	31	34	120	9
peak7654	6	16	16	4	7	9	20	10	7	8	20	1
peak7655	8	8	23	4	5	18	24	8	4	5	17	3
peak7656	11	24	32	9	6	33	48	16	21	3	42	2
peak7657	20	18	36	27	23	71	48	27	12	43	164	17
peak7658	21	19	33	5	7	30	51	9	11	13	23	5
peak7659	219	201	384	314	245	883	432	180	155	285	1273	173
peak7660	128	133	250	65	51	157	301	112	127	23	170	22
peak7661	23	8	39	16	17	75	47	21	11	23	141	10
peak7662	13	12	30	10	4	25	28	17	8	3	30	5
peak7663	67	53	120	42	23	120	143	50	50	43	136	15
peak7664	620	574	1217	612	337	1494	1434	660	498	334	1513	220
peak7665	67	84	151	61	33	157	200	84	74	21	142	18
peak7666	227	168	363	270	146	475	556	203	139	120	582	84
peak7667	73	125	208	109	53	234	322	107	95	55	256	40
peak7668	17	14	22	16	11	41	41	16	8	20	47	9
peak7669	44	42	112	25	18	76	113	44	36	39	158	11
peak7670	2	2	6	2	3	10	9	5	4	6	37	3
peak7671	18	7	17	9	15	39	30	13	9	13	44	1
peak7672	5	11	17	4	6	24	15	7	6	4	18	0
