control_input	control_input.1	control_input.2	control_input.3	control_input.4	control_IP	control_IP.1	control_IP.2	control_IP.3	control_IP.4	treatment_input	treatment_input.1	treatment_input.2	treatment_input.3	treatment_input.4	treatment_IP	treatment_IP.1	treatment_IP.2	treatment_IP.3	treatment_IP.4
peak296	29	0	1	7	0	29	7	9	368	4	16	1	1	1	0	79	13	3	64	3
peak297	55	58	84	139	0	199	288	393	1518	209	24	49	11	15	39	124	260	324	225	232
peak298	5	96	228	247	1	17	248	333	254	274	2	49	30	18	0	1	273	258	63	244
peak299	2	104	140	284	308	38	354	612	1010	430	2	53	27	36	18	5	440	518	290	474
peak300	19	21	48	204	326	68	35	43	505	33	16	20	8	38	0	33	58	69	190	43
peak301	5	0	1	0	0	52	2	0	3	5	2	0	0	0	0	7	4	0	22	2
peak302	0	1	1	1	0	8	10	22	54	4	4	2	3	3	0	17	18	34	84	17
peak303	23	3	3	6	0	24	3	6	24	5	4	2	1	1	0	8	2	5	184	8
peak304	7	1	4	2	0	54	4	13	37	4	3	0	0	2	0	6	6	11	338	6
peak305	71	3	9	44	1	245	17	27	336	22	15	1	2	19	0	31	24	31	609	35
peak306	13	0	0	6	0	36	2	2	82	1	0	1	0	1	0	2	4	3	12	3
peak307	15	0	1	7	0	33	2	7	92	16	0	1	0	1	0	0	10	10	22	2
peak308	42	2	8	14	0	114	11	15	253	20	6	3	0	3	0	0	10	11	52	13
peak309	18	0	3	19	0	138	9	10	185	12	1	1	0	2	0	7	3	16	89	15
peak310	7	0	0	0	0	10	1	2	15	8	2	0	0	1	0	0	1	6	66	2
peak311	31	1	3	2	0	558	27	52	52	47	7	4	4	13	0	117	41	56	370	55
peak312	15	3	2	0	0	94	16	20	20	19	1	3	1	0	0	0	15	23	14	31
peak313	9	4	5	5	0	74	23	44	73	28	0	2	1	9	1	11	21	58	371	27
peak314	4	3	6	13	0	42	77	103	252	69	1	15	19	16	0	23	92	217	628	56
peak315	16	11	17	24	0	104	177	206	699	103	17	19	36	43	0	54	204	729	1647	131
peak316	0	3	12	14	0	10	60	100	98	38	0	11	21	16	0	3	78	201	141	62
peak317	1	5	4	9	0	24	86	106	73	73	1	12	20	2	0	4	77	271	77	67
peak318	2	8	4	11	0	0	48	74	75	20	1	16	18	8	0	0	65	146	58	38
peak319	5	9	23	16	0	3	46	59	63	45	9	12	19	4	0	2	51	139	14	29
peak320	1	0	1	1	0	0	5	2	11	8	2	0	0	1	0	5	14	22	63	2
peak321	2	2	6	0	0	14	36	46	15	21	3	2	7	2	0	3	36	189	63	13
peak322	5	3	4	2	0	21	39	48	7	22	0	6	13	1	0	15	47	104	30	24
peak323	4	2	1	1	0	3	33	32	13	10	2	9	5	2	0	0	28	85	25	14
peak324	1	2	2	1	0	15	20	33	15	8	4	0	4	3	0	33	33	115	18	13
peak325	4	2	3	2	0	20	59	80	26	58	11	10	17	10	0	50	70	201	40	56
peak326	6	0	2	2	0	37	2	9	5	4	27	1	0	42	0	31	4	2	252	5
peak327	1	0	0	0	0	8	0	0	4	2	1	1	0	0	0	3	2	2	62	1
peak328	37	55	62	48	0	387	375	615	540	558	21	98	16	36	0	67	457	567	728	644
peak329	22	15	12	10	0	31	30	37	66	46	0	22	7	10	0	20	52	44	30	46
peak330	10	20	11	22	0	56	41	55	57	55	7	29	1	6	0	2	36	44	41	50
peak331	21	11	12	7	0	136	8	13	5	9	58	8	2	1	0	146	7	12	9	12
peak332	16	7	6	4	0	13	5	6	7	5	18	15	1	3	0	19	2	19	63	10
peak333	27	8	5	15	0	34	56	52	101	65	8	15	2	9	0	11	51	54	51	54
peak334	12	100	216	341	431	4	146	209	324	169	19	174	177	253	134	6	191	270	206	170
peak335	12	41	50	114	368	7	51	72	1142	56	10	57	29	60	0	18	39	109	597	46
peak336	10	41	57	153	633	8	39	62	107	41	5	78	65	78	2	2	57	144	70	38
peak337	21	23	62	161	0	25	31	47	242	37	22	54	44	75	43	17	51	94	210	37
peak338	41	38	73	196	0	69	68	104	635	39	45	58	52	95	0	80	85	167	991	47
peak339	1	26	64	42	1	0	53	57	130	25	3	43	54	17	3	5	56	123	108	32
peak340	4	5	11	8	0	12	18	34	128	14	2	8	4	1	0	7	15	33	38	29
peak341	14	4	2	6	0	7	5	13	10	5	15	3	3	58	0	31	10	1	107	16
peak342	5	0	0	0	0	7	1	0	19	9	0	1	0	2	0	2	2	0	102	2
peak343	15	2	1	2	0	56	17	10	114	35	7	4	2	34	0	20	13	25	2023	29
peak344	17	0	0	3	0	143	18	22	53	8	2	0	0	0	0	26	18	34	52	26
peak345	5	5	0	2	0	62	10	6	22	6	2	1	2	0	0	19	6	10	8	7
peak346	8	3	0	3	0	83	28	51	89	33	2	2	0	0	0	16	32	40	50	36
peak347	11	3	6	23	0	24	13	15	217	11	4	10	2	9	0	0	18	17	132	11
peak348	0	4	9	1	0	4	100	203	74	92	4	9	0	1	20	3	112	192	5	148
peak349	5	1	0	3	0	24	7	4	165	17	15	2	4	1	0	78	6	30	300	9
peak350	5	9	7	6	0	46	49	64	176	90	5	13	9	3	0	50	81	175	758	94
peak351	2	0	0	3	0	28	2	3	61	3	9	0	0	3	0	57	3	5	184	2
peak352	13	0	2	12	0	84	47	41	42	68	39	3	4	1	0	91	43	68	54	56
peak353	101	38	52	118	0	165	123	164	348	129	104	78	44	17	12	74	140	258	460	146
peak354	298	63	96	255	0	589	273	348	2203	605	137	123	62	52	1	125	291	483	1083	549
peak355	55	12	29	33	0	51	26	43	197	34	42	36	11	10	0	41	37	23	107	47
peak356	61	30	66	116	66	78	43	63	271	60	72	77	45	41	11	12	48	98	131	79
peak357	262	82	142	569	393	1038	679	895	3819	1025	283	169	127	416	54	1130	796	1803	6462	1119
peak358	7	5	10	18	0	8	38	29	39	39	24	15	19	13	0	15	31	59	56	40
peak359	3	9	19	24	0	5	33	54	26	42	2	21	18	3	24	2	53	68	27	49
peak360	3	10	10	27	239	0	20	21	36	21	3	14	35	28	0	0	12	64	118	17
peak361	4	0	0	0	0	123	0	1	3	0	5	0	0	0	0	128	1	0	16	0
peak362	3	0	0	0	0	7	0	2	6	3	8	0	0	0	0	126	2	1	4	0
peak363	0	0	0	0	0	8	1	5	3	7	7	0	0	0	0	101	2	4	1	2
peak364	15	0	0	0	0	198	0	4	3	0	104	0	0	1	0	1955	1	3	7	3
peak365	2	0	0	3	0	78	14	16	24	48	17	0	0	0	0	215	8	4	15	18
peak366	1	1	2	0	0	39	14	23	22	35	1	0	0	0	0	248	9	22	13	36
peak367	3	0	1	3	0	107	14	29	32	54	28	1	0	0	0	364	19	20	39	55
peak368	3	0	1	2	0	81	8	8	5	15	17	0	0	0	0	215	14	14	7	23
peak369	4	0	0	0	0	13	4	4	0	1	8	1	0	0	0	90	2	1	4	2
peak370	13	6	9	7	0	41	168	169	47	80	23	39	10	15	0	34	221	396	217	97
peak371	5	12	7	3	630	17	124	130	17	43	11	39	29	6	0	29	171	202	134	74
peak372	3	8	9	4	0	12	95	141	16	54	6	16	15	10	0	9	136	260	172	59
peak373	3	3	8	1	543	8	49	57	17	22	4	48	11	8	24	0	66	124	109	19
peak374	13	10	10	9	0	10	51	61	25	34	16	61	29	14	0	27	64	134	386	27
peak375	9	3	10	3	0	20	47	51	55	31	47	23	10	37	0	101	70	108	1516	33
peak376	11	13	7	7	0	22	91	118	87	53	56	54	21	60	0	88	122	299	1695	68
peak377	1	0	0	0	0	7	3	1	6	0	17	1	0	1	0	76	3	2	96	1
peak378	1	1	0	0	0	0	0	2	4	2	3	1	0	2	0	25	0	0	57	2
peak379	5	5	0	1	0	11	3	6	21	20	18	2	0	6	0	94	4	1	287	21
peak380	0	2	4	0	1	0	3	3	1	5	0	6	0	6	0	1	1	0	83	2
peak381	12	11	40	45	1	124	73	180	302	138	39	26	5	85	0	176	124	140	3042	154
peak382	34	17	19	54	0	224	140	157	1379	181	94	24	4	107	0	392	142	222	8197	135
peak383	20	0	0	0	0	253	14	29	18	12	52	0	0	1	0	763	19	31	156	2
peak384	4	28	37	141	0	2	40	104	76	48	0	43	32	17	20	0	55	103	11	78
peak385	37	52	123	402	648	4	150	252	457	251	22	92	87	37	63	3	172	345	68	211
peak386	3	8	14	41	0	2	38	38	76	24	8	23	2	15	20	4	25	29	121	28
peak387	3	2	0	3	0	17	69	54	22	8	6	6	4	3	0	13	65	419	143	11
peak388	1	0	6	2	0	0	35	28	4	2	1	8	39	12	0	0	41	161	69	3
peak389	0	2	2	24	0	0	25	35	288	35	0	6	0	7	0	3	24	62	189	39
peak390	6	56	125	226	0	34	267	412	998	370	16	76	31	25	0	56	326	480	290	431
peak391	6	31	46	63	0	4	67	131	100	98	2	21	15	8	0	2	85	103	18	121
peak392	5	16	33	31	0	7	36	68	115	61	6	23	13	6	0	18	62	70	15	67
peak393	2	19	20	31	0	2	46	85	271	64	1	15	4	4	0	10	60	112	43	81
peak394	16	42	65	116	1	52	223	378	954	355	14	52	28	16	0	14	294	465	219	382
peak395	11	14	44	41	0	48	120	181	485	183	15	30	17	1	0	38	153	231	47	175
peak396	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	78	0	1	2	0
peak397	13	0	5	7	0	56	3	4	31	4	53	2	0	5	0	227	6	0	65	6
peak398	5	1	0	5	0	43	1	3	8	6	23	0	0	1	0	110	2	0	8	3
peak399	7	3	1	7	0	3	6	10	137	5	3	2	1	0	0	23	6	19	60	9
peak400	5	2	3	2	0	22	19	10	152	31	1	1	0	1	0	20	21	40	116	21
peak401	5	5	2	10	0	17	8	19	126	28	3	2	0	0	0	0	10	16	36	17
peak402	15	45	72	194	0	73	157	279	442	175	67	58	46	29	19	87	204	394	107	189
peak403	5	10	18	53	0	38	115	153	836	97	15	16	13	13	0	21	161	198	146	90
peak404	5	23	26	84	0	30	261	279	1117	190	14	25	10	15	0	24	310	443	151	253
peak405	33	47	68	208	361	116	632	880	1342	607	69	80	53	32	10	177	794	1306	408	706
peak406	4	2	5	10	0	4	48	54	195	50	17	9	1	0	0	5	72	115	10	31
peak407	4	8	15	21	0	4	105	110	236	62	5	26	9	14	58	11	103	204	363	84
peak408	0	15	19	19	0	2	83	102	153	107	3	13	21	10	38	0	95	170	129	106
peak409	2	18	41	6	0	3	55	76	53	46	5	22	23	10	16	0	85	83	48	59
peak410	1	21	39	12	0	2	81	74	93	51	5	33	35	14	0	0	66	68	105	47
peak411	2	30	46	61	0	0	40	74	138	73	1	43	32	10	6	0	69	96	47	72
peak412	5	64	76	68	1	11	611	808	1072	636	2	95	56	13	21	23	549	822	434	637
peak413	0	1	0	0	0	7	12	21	26	4	1	0	0	0	0	0	7	15	57	9
peak414	1	0	0	1	0	4	1	1	0	0	3	0	0	9	0	0	4	0	54	2
peak415	8	0	0	0	0	214	0	2	5	5	7	0	1	0	0	327	3	7	21	2
peak416	2	0	0	0	0	51	0	1	2	0	0	0	0	0	0	65	2	0	2	0
peak417	0	0	0	0	0	35	0	1	1	2	1	0	0	0	0	18	0	0	65	0
peak418	6	0	0	0	0	95	1	1	7	1	4	0	0	0	0	145	3	0	14	1
peak419	7	20	21	50	0	19	87	126	288	103	3	31	23	18	0	5	133	192	247	91
peak420	1	0	1	1	0	0	0	3	12	4	3	1	0	6	0	18	0	3	54	6
peak421	3	0	1	0	0	14	0	2	10	1	25	1	0	2	0	159	1	12	32	1
peak422	7	0	1	1	0	20	2	4	4	9	51	1	1	12	0	160	3	1	80	11
peak423	10	0	0	5	0	81	8	10	17	8	31	4	0	18	0	493	11	2	84	10
peak424	1	2	3	3	0	11	10	23	25	9	8	6	1	10	0	26	18	11	187	15
peak425	0	0	1	0	0	3	2	1	5	4	2	3	0	5	0	0	4	3	66	0
peak426	8	19	54	39	0	17	130	265	180	204	6	41	20	16	0	8	147	238	179	230
peak427	6	4	4	15	0	12	24	20	81	28	3	14	1	16	0	3	25	43	112	35
peak428	8	4	22	52	0	2	23	26	36	27	8	18	13	102	10	16	22	23	157	27
peak429	8	301	565	674	4	0	220	408	207	209	3	191	263	21	180	0	256	340	6	257
peak430	4	23	21	11	2	36	142	215	104	155	6	41	12	6	0	1	133	255	91	153
peak431	14	12	18	8	0	47	75	111	62	50	6	30	6	10	0	33	77	111	45	42
peak432	1	20	27	29	0	0	18	22	32	28	0	14	8	30	0	0	20	33	121	16
peak433	7	31	49	31	0	4	191	327	307	253	10	45	24	14	0	4	210	265	179	343
peak434	3	19	29	75	4	0	50	78	156	78	0	25	23	38	47	2	73	70	151	63
peak435	3	80	166	111	0	9	390	547	187	438	6	163	143	24	133	2	510	735	108	551
peak436	8	13	32	32	1	61	133	225	425	96	4	5	11	7	0	10	162	233	81	89
peak437	3	0	2	3	0	1	0	3	82	4	1	0	0	0	0	4	1	3	18	1
peak438	9	1	2	12	0	15	14	34	54	11	0	1	2	0	0	4	15	50	13	14
peak439	2	0	5	5	0	17	19	28	76	4	8	0	1	0	0	1	15	15	16	7
peak440	4	4	18	12	0	3	44	88	41	27	1	1	10	0	0	0	59	56	3	37
peak441	10	11	15	15	0	40	75	112	122	34	1	3	2	2	0	3	66	150	77	57
peak442	6	8	15	70	0	9	95	94	196	49	10	18	6	30	4	8	93	135	129	63
peak443	2	0	1	1	0	0	33	21	0	31	0	11	19	7	0	4	53	78	70	30
peak444	4	0	2	0	0	2	83	88	6	78	7	4	12	5	28	19	148	531	553	102
peak445	1	0	0	0	0	7	1	2	3	6	37	1	0	18	0	84	1	5	96	1
peak446	1	0	0	0	0	0	1	0	1	1	24	0	0	2	0	16	0	3	99	1
peak447	0	0	0	1	0	2	0	0	0	9	83	3	5	28	0	309	1	15	207	1
peak448	3	0	0	0	0	1	0	0	1	1	22	1	1	8	0	80	1	1	96	3
peak449	6	0	1	0	0	6	16	18	11	7	17	0	5	2	0	15	22	130	52	13
peak450	17	1	3	6	0	29	147	103	49	74	53	30	44	23	3	136	218	748	706	66
peak451	2	0	0	0	0	5	14	12	11	9	9	3	3	4	0	41	21	42	417	13
peak452	2	0	1	0	0	2	21	28	12	16	17	3	10	18	0	29	27	92	636	12
peak453	5	1	1	1	0	13	69	32	6	51	21	4	13	4	0	74	106	352	204	59
peak454	12	2	5	7	9	62	479	461	110	352	91	57	123	50	77	530	626	1960	3424	407
peak455	29	9	16	73	0	64	60	47	325	35	58	74	18	91	0	117	56	91	982	52
peak456	1	11	5	12	0	21	57	79	62	37	11	22	11	21	0	22	77	77	205	70
peak457	29	10	18	47	0	25	25	33	43	37	80	46	13	69	0	36	38	42	304	37
peak458	14	32	41	32	1	23	55	117	58	71	56	70	40	11	15	26	88	169	28	65
peak459	19	14	21	33	0	55	49	57	93	45	26	37	18	20	10	45	50	89	157	34
peak460	67	41	64	102	715	287	235	302	928	185	107	115	37	27	22	194	264	548	967	166
peak461	21	33	47	53	697	227	277	360	135	215	63	77	31	21	34	283	271	432	205	221
peak462	8	17	32	17	0	29	38	83	98	39	18	44	20	3	0	0	54	79	53	52
peak463	12	8	10	10	0	43	95	102	199	93	25	13	8	4	0	52	126	184	174	99
peak464	9	4	2	12	0	14	18	20	95	14	10	18	9	0	0	8	23	24	32	21
peak465	11	13	13	26	0	0	34	48	152	30	20	23	8	4	0	0	55	83	24	18
peak466	19	2	3	5	0	20	4	12	82	9	15	8	2	0	2	9	5	15	12	5
peak467	9	9	20	9	1	36	118	160	123	83	9	27	19	2	0	24	143	246	33	113
peak468	24	9	21	8	0	75	161	234	204	110	33	31	11	1	0	52	215	349	58	107
peak469	3	43	51	86	0	19	85	148	175	91	5	38	36	19	0	6	95	195	59	112
peak470	28	0	0	0	0	249	3	4	2	7	14	0	1	5	0	105	13	14	56	9
peak471	0	1	0	0	0	1	41	30	3	3	0	3	18	0	0	3	62	290	7	1
peak472	0	0	1	1	0	2	11	10	4	1	5	4	15	2	0	18	21	133	17	1
peak473	40	52	82	128	1	149	457	673	876	435	46	86	70	41	7	116	537	1049	479	505
peak474	14	10	7	31	0	47	21	29	97	20	23	17	8	13	0	12	36	42	62	38
peak475	4	4	18	50	0	6	16	22	112	26	12	19	15	41	28	3	29	30	132	20
peak476	51	23	37	167	0	641	294	352	3456	283	184	39	45	121	17	1552	279	593	6328	259
peak477	35	113	258	389	577	76	723	1213	2524	1140	45	108	72	51	98	41	804	1166	618	1435
peak478	10	12	36	46	1	41	232	255	643	366	16	19	3	9	19	17	191	356	65	326
peak479	0	0	1	3	0	9	16	17	161	10	2	0	0	0	0	5	15	28	14	13
peak480	33	63	113	46	1	140	336	645	243	345	25	39	43	7	12	66	526	536	52	394
peak481	16	74	131	98	399	46	335	452	499	346	13	68	41	5	78	18	357	626	86	383
peak482	5	5	14	36	0	2	28	55	175	50	1	15	4	8	20	1	28	58	15	53
peak483	34	37	78	195	1	143	278	393	2475	382	25	70	49	110	15	63	334	675	1800	441
peak484	37	50	45	241	21	98	227	281	1712	222	51	95	52	179	0	66	240	582	2743	211
peak485	12	16	29	83	0	55	227	255	715	219	54	63	36	61	0	79	237	524	917	209
peak486	4	21	35	63	1640	6	116	116	161	99	10	51	45	35	0	29	148	130	94	148
peak487	171	3	7	12	0	143	6	9	19	11	476	11	8	112	0	126	7	8	132	7
peak488	43	8	7	4	0	253	46	63	21	48	118	7	2	8	0	431	47	47	80	69
peak489	11	31	53	21	1	108	233	342	155	244	36	51	33	31	12	184	316	547	93	255
peak490	1	46	62	17	1	2	111	157	76	90	8	58	48	6	59	9	132	182	27	158
peak491	0	0	0	0	0	23	4	5	2	5	8	0	0	0	0	84	4	12	4	7
peak492	1	3	1	0	0	66	5	6	9	2	8	0	3	1	0	110	6	38	37	3
peak493	10	0	0	4	0	148	8	5	12	2	3	0	1	0	0	355	6	0	38	11
peak494	13	13	38	7	0	63	130	219	174	199	14	20	14	5	0	68	146	121	51	182
peak495	1	95	175	445	0	0	77	100	43	77	2	88	47	53	73	0	86	101	5	64
peak496	8	9	3	8	0	38	22	22	220	25	5	6	2	0	0	4	24	25	20	25
peak497	4	0	0	0	0	102	0	0	1	3	11	0	0	0	0	90	3	2	15	0
peak498	1	0	0	0	0	2	1	1	4	2	0	0	0	27	0	2	1	3	149	0
peak499	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	14	0	0	98	0
peak500	15	246	468	975	264	26	574	959	1392	800	26	465	500	360	286	2	843	1223	921	713
peak501	203	4	3	4	0	5148	89	127	197	140	306	0	3	4	0	8407	164	234	545	107
peak502	0	2	10	4	0	0	58	56	44	21	1	5	3	0	0	0	61	55	27	35
peak503	9	9	3	10	0	61	7	14	15	9	5	15	0	10	0	5	16	12	26	9
peak504	2	200	292	175	0	0	172	227	112	66	1	116	48	16	382	0	205	123	1	47
peak505	4	0	0	0	0	144	2	1	2	0	1	1	0	0	0	48	8	9	12	0
peak506	5	0	3	5	0	29	8	23	130	19	0	0	0	1	0	0	10	21	0	16
peak507	8	2	3	22	0	9	31	38	80	35	1	0	0	1	0	0	36	40	3	29
peak508	12	3	8	19	0	25	34	44	199	29	1	0	0	0	0	0	31	29	4	32
peak509	4	10	12	23	0	36	103	117	432	80	1	0	0	0	0	2	78	91	28	97
peak510	18	0	3	15	0	60	8	7	109	7	1	1	0	1	0	6	8	2	20	20
peak511	9	4	10	35	0	15	38	29	227	16	1	2	2	8	0	0	28	46	108	38
peak512	87	44	91	199	0	141	107	156	714	131	29	64	25	39	16	19	74	196	174	153
peak513	402	76	184	463	659	2435	1178	1764	6829	1595	137	158	80	76	64	559	1266	2249	1534	1667
peak514	115	71	135	131	2	1284	1079	1790	1292	1277	78	88	59	73	57	515	1350	1947	866	1249
peak515	125	18	46	85	0	196	112	176	647	144	53	42	13	11	10	6	118	207	169	169
peak516	133	28	61	111	325	230	77	146	279	107	49	55	26	30	1	23	85	186	81	106
peak517	252	105	249	242	653	720	1032	1737	3146	1406	76	152	70	55	69	191	961	1893	835	1664
peak518	56	70	169	145	773	36	138	248	181	182	25	101	51	16	82	0	102	207	15	204
peak519	37	107	256	147	0	65	163	291	197	222	16	125	78	22	58	0	149	271	18	260
peak520	0	3	13	9	0	4	10	32	25	23	0	27	1	37	0	0	10	20	285	20
peak521	18	67	127	25	0	96	442	930	341	617	45	144	115	66	65	168	595	978	488	606
peak522	0	11	22	5	0	13	43	88	10	48	7	25	13	6	0	14	58	105	13	58
peak523	283	28	41	38	0	311	82	125	139	54	378	32	69	152	0	140	97	165	210	73
peak524	226	8	10	19	0	921	8	12	336	11	477	9	7	41	0	2124	12	38	547	6
peak525	10	0	1	0	0	131	1	5	3	2	11	1	0	4	0	218	7	16	86	4
peak526	135	160	344	702	0	35	197	279	467	148	499	933	749	824	358	24	191	570	378	169
peak527	80	240	599	555	1407	44	1878	2566	988	1616	235	1096	1534	501	657	71	2835	4633	1441	1851
peak528	54	408	945	633	2935	13	1024	1551	559	910	116	1317	2756	431	942	25	1672	2414	492	1051
peak529	22	321	698	384	467	7	233	365	59	259	55	1056	1253	215	882	27	311	467	41	304
peak530	24	360	789	432	1680	0	198	293	110	166	45	1219	1225	327	964	0	276	327	83	178
peak531	6	192	375	94	1	0	285	444	68	285	4	407	456	32	208	0	360	535	15	363
peak532	5	114	238	30	193	0	783	1065	132	637	11	417	278	12	207	10	939	1361	37	810
peak533	25	16	17	16	234	42	47	42	15	49	183	27	15	25	24	197	73	107	52	56
peak534	0	4	7	8	0	0	48	51	67	37	4	16	4	0	0	2	59	88	41	40
peak535	1	1	1	3	0	12	2	2	2	1	3	1	0	3	0	25	0	2	65	2
peak536	5	23	17	26	0	5	82	130	164	171	0	50	20	3	0	5	107	197	82	191
peak537	6	7	3	20	0	49	67	54	57	55	0	33	8	27	0	14	73	139	110	42
peak538	0	2	7	5	0	0	45	52	64	50	5	20	7	1	0	9	62	106	72	39
peak539	5	0	1	1	0	141	1	3	8	6	15	0	1	0	0	477	2	3	24	4
peak540	2	0	0	0	0	47	1	0	1	1	3	0	0	0	0	161	4	0	12	0
peak541	9	102	229	81	258	88	743	1075	509	846	9	159	74	11	93	25	805	965	68	952
peak542	16	28	77	36	0	5	78	84	185	60	4	33	15	6	50	0	68	84	18	57
peak543	28	30	73	51	0	222	165	196	393	164	8	28	16	3	0	17	160	274	111	167
peak544	22	68	130	86	485	80	367	456	600	387	12	77	29	2	79	29	375	496	58	366
peak545	79	157	335	282	658	202	857	1400	2414	1175	23	171	126	39	57	14	874	1271	257	1384
peak546	41	11	28	143	0	47	57	62	114	39	8	20	5	16	47	0	55	93	26	57
peak547	9	56	140	123	0	2	85	153	121	149	1	61	48	51	39	0	75	185	99	181
peak548	328	33	85	164	0	262	75	109	195	121	462	56	52	627	0	129	72	74	729	104
peak549	28	129	272	422	654	173	701	1244	3140	1207	3	154	75	53	75	26	777	1143	686	1214
peak550	15	144	289	407	3	20	716	1186	2396	973	7	145	88	59	47	4	798	969	626	1048
peak551	12	103	205	514	250	45	431	718	1567	687	15	130	81	156	100	12	536	809	1052	783
peak552	60	5	10	3	0	174	14	23	16	29	1	3	0	1	0	9	17	33	5	11
peak553	43	9	39	4	0	63	52	131	13	50	2	9	0	14	0	0	71	98	13	43
peak554	33	10	40	9	0	53	32	92	18	40	1	9	2	3	0	0	44	82	2	42
peak555	18	11	31	6	0	98	52	73	22	17	0	3	0	1	0	0	59	44	16	35
peak556	12	4	21	5	1	500	114	216	21	66	0	6	0	0	0	3	159	203	34	83
peak557	26	4	26	7	0	114	44	114	14	37	2	6	1	1	0	0	42	59	4	40
peak558	48	187	946	380	815	186	2290	5361	3988	1735	1	154	185	61	161	8	3197	3774	1407	1917
peak559	15	5	26	16	0	47	43	83	43	35	0	9	2	34	0	7	57	56	75	37
peak560	7	5	32	11	0	25	17	68	19	21	0	9	4	6	0	0	25	25	26	15
peak561	12	30	180	164	448	30	216	404	1923	99	2	46	30	62	20	2	222	327	687	123
peak562	14	63	354	194	0	17	193	497	133	91	1	55	62	21	54	1	240	333	18	116
peak563	7	42	291	178	90	38	328	731	194	151	3	37	57	32	70	0	404	542	88	148
peak564	69	0	2	2	0	1063	10	21	82	6	14	0	0	6	0	124	14	17	209	5
peak565	38	1	1	2	0	1142	2	12	15	4	15	0	0	1	0	155	7	17	8	3
peak566	23	0	1	0	0	308	0	1	1	1	2	0	0	0	0	95	1	0	24	1
peak567	0	4	7	14	0	0	21	44	126	37	0	2	0	0	0	0	31	34	7	37
peak568	52	0	0	0	0	1764	0	1	5	1	9	0	0	0	0	658	0	12	20	1
peak569	0	0	0	0	0	8	0	2	0	0	2	0	0	0	0	42	0	0	2	0
peak570	22	0	0	2	0	9	0	0	3	0	20	0	0	6	0	250	0	0	16	0
peak571	10	10	12	26	0	23	79	74	260	57	5	19	11	7	11	14	64	141	169	63
peak572	17	10	12	26	1	55	57	58	143	42	9	20	7	9	3	32	41	94	75	39
peak573	2	1	0	0	0	48	0	4	12	7	0	0	0	1	0	12	2	3	16	1
peak574	3	0	1	0	0	3	2	2	3	3	6	0	0	8	0	15	0	0	169	2
peak575	6	0	9	13	0	11	48	77	60	34	1	3	3	3	0	6	50	49	31	50
peak576	1	11	25	32	0	17	35	91	118	63	0	14	6	17	0	0	57	91	92	55
peak577	0	6	18	33	0	10	19	15	97	17	1	8	4	13	0	0	21	22	70	17
peak578	0	7	27	69	0	2	27	58	98	19	2	14	3	89	34	5	26	35	183	23
peak579	23	217	427	1067	417	26	352	618	1085	363	9	274	319	331	154	7	434	801	484	530
peak580	21	106	269	400	0	32	167	213	423	172	9	119	134	38	119	9	184	274	90	173
peak581	165	213	513	1288	693	1148	3413	5211	19026	4182	86	302	343	366	108	532	4246	8059	8205	4397
peak582	29	114	277	422	412	64	578	1051	1770	803	10	149	185	69	115	7	674	964	248	893
peak583	27	75	163	294	1	4	142	202	454	163	9	74	130	35	31	0	119	216	59	198
peak584	39	165	337	470	109	91	1203	1888	3885	1612	8	142	233	80	62	11	1454	2509	621	1728
peak585	6	163	340	292	0	20	580	936	1274	788	15	142	291	25	44	0	805	962	149	754
peak586	5	123	251	197	0	6	89	150	47	92	4	106	188	22	94	0	110	200	34	73
peak587	33	85	216	205	918	130	867	987	2852	872	17	95	87	36	74	61	1134	2019	385	789
peak588	9	164	382	240	834	12	181	304	195	287	7	194	155	31	114	0	165	248	23	304
peak589	39	1	2	7	0	453	15	19	139	35	22	0	0	1	0	66	24	41	84	29
peak590	41	9	18	24	0	209	10	10	12	9	22	6	2	4	0	46	4	10	6	14
peak591	1	0	0	0	0	54	0	0	2	1	0	0	0	0	0	15	0	6	21	1
peak592	5	12	30	14	0	4	102	139	43	78	0	68	46	4	5	5	152	186	42	65
peak593	18	47	95	43	0	87	147	269	152	177	14	51	47	16	19	23	196	268	67	232
peak594	2	17	49	118	2	16	146	243	369	175	3	49	19	11	0	8	149	227	55	165
peak595	8	62	115	216	2	16	298	466	1248	453	9	76	60	41	0	23	383	448	320	474
peak596	10	49	70	14	0	33	161	226	59	221	5	30	15	11	0	6	149	150	8	302
peak597	0	38	44	35	0	0	57	92	57	101	0	9	1	4	0	0	47	42	12	97
peak598	1	26	55	27	0	0	103	180	145	148	2	54	37	7	0	4	122	212	46	146
peak599	34	13	22	34	0	87	29	45	75	49	32	24	11	7	0	53	32	68	27	43
peak600	3	34	59	18	0	1	112	168	21	89	19	114	117	78	37	14	147	266	10	89
peak601	7	54	73	43	518	4	158	243	68	130	27	215	189	73	65	4	185	354	46	137
peak602	0	4	5	10	0	5	17	29	72	12	2	4	1	7	0	8	23	29	216	18
peak603	8	61	104	236	0	21	109	180	1126	205	20	91	83	109	28	17	126	257	617	179
peak604	3	42	66	128	0	0	89	135	239	71	12	69	63	54	12	7	116	230	140	90
peak605	3	14	53	36	0	0	82	125	412	88	13	33	32	15	0	1	86	159	271	76
peak606	0	6	15	31	0	0	44	45	59	42	3	8	7	2	42	1	33	72	21	35
